name,n_mutants,spearman,ndcg,top_recall_10pct,mean_plddt
RL40A_YEAST_Mavor_2016,1253,0.6278023677748881,0.9658422430042997,0.14285714285714285,93.58695983886719
RL40A_YEAST_Roscoe_2013,1195,0.7278066983720045,0.9877192158897121,0.225,93.58695983886719
RL40A_YEAST_Roscoe_2014,1380,0.70692850103092,0.9875507760470168,0.18115942028985507,93.58695983886719
RNC_ECOLI_Weeks_2023,4277,0.5528153706868686,0.985267685677249,0.14485981308411214,94.75788116455078
RPC1_BP434_Tsuboyama_2023_1R69,1459,0.7534582610752878,0.91883461975565,0.3424657534246575,97.82327270507812
RPC1_LAMBD_Li_2019_high-expression,351,0.5153413253413254,0.8915092970082426,0.16666666666666666,84.93202209472656
RPC1_LAMBD_Li_2019_low-expression,351,0.620514208014208,0.9077391808844756,0.2222222222222222,84.93202209472656
RS15_GEOSE_Tsuboyama_2023_1A32,1195,0.6334019912748557,0.9458910782212355,0.25833333333333336,97.21444702148438
S22A1_HUMAN_Yee_2023_abundance,9803,0.6354492339845615,0.9197440049981445,0.2130479102956167,84.2315902709961
S22A1_HUMAN_Yee_2023_activity,10094,0.5703749111122851,0.9305586780098009,0.1782178217821782,84.20721435546875
SAV1_MOUSE_Tsuboyama_2023_2YSB,965,0.5340777366322352,0.9217942742146478,0.4742268041237113,85.69256591796875
SBI_STAAM_Tsuboyama_2023_2JVG,1025,0.6521273044144915,0.9272644860218702,0.34951456310679613,94.14786529541016
SC6A4_HUMAN_Young_2021,11576,0.4904953212076928,0.8970700764268279,0.15284974093264247,82.24647521972656
SCIN_STAAR_Tsuboyama_2023_2QFF,1212,0.551828420197043,0.9073771428313117,0.39344262295081966,97.07656860351562
SCN5A_HUMAN_Glazer_2019,224,0.1614930474208507,0.17683239941384868,0.08695652173913043,69.37393951416016
SDA_BACSU_Tsuboyama_2023_1PV0,2770,0.7294964670635412,0.956381721121109,0.5812274368231047,94.91272735595703
SERC_HUMAN_Xie_2023,1914,0.48204942106201304,0.971723858871005,0.13541666666666666,97.85810852050781
SHOC2_HUMAN_Kwon_2022,10972,0.34896209660696587,0.9106157096128445,0.16939890710382513,88.02391052246094
SOX30_HUMAN_Tsuboyama_2023_7JJK,1010,0.3938004794118265,0.9188963502364081,0.19801980198019803,86.73104858398438
SPA_STAAU_Tsuboyama_2023_1LP1,2105,0.6178406211357811,0.9377262012489057,0.47393364928909953,94.45036315917969
SPG1_STRSG_Olson_2014,536962,0.7417584682644105,0.954911806426654,0.3616403151014023,66.10343933105469
SPG1_STRSG_Wu_2016,149360,0.26049852755536385,0.4807608465271459,0.3750669523299411,66.10343933105469
SPG2_STRSG_Tsuboyama_2023_5UBS,1451,0.7222604589281986,0.8981471876390061,0.2945205479452055,94.88750457763672
SPIKE_SARS2_Starr_2020_binding,3802,0.5478298319944545,0.9547157642712264,0.19160104986876642,82.03885650634766
SPIKE_SARS2_Starr_2020_expression,3798,0.6021649697712916,0.925063834564323,0.16578947368421051,82.03885650634766
SPTN1_CHICK_Tsuboyama_2023_1TUD,3201,0.7626234238344005,0.9375043148640134,0.5763239875389408,95.44417572021484
SQSTM_MOUSE_Tsuboyama_2023_2RRU,707,0.660568722368262,0.8923740971942716,0.22535211267605634,91.72450256347656
SR43C_ARATH_Tsuboyama_2023_2N88,1583,0.675647504132821,0.9455845161848065,0.46540880503144655,93.91854095458984
SRBS1_HUMAN_Tsuboyama_2023_2O2W,1556,0.8049379069451392,0.9398951329034443,0.28846153846153844,95.55416870117188
SRC_HUMAN_Ahler_2019,3372,0.6161852350089212,0.705902134490515,0.2514792899408284,83.25090789794922
SRC_HUMAN_Chakraborty_2023_binding-DAS_25uM,3637,0.5324746431421432,0.7866036419947118,0.21153846153846154,83.21932983398438
SRC_HUMAN_Nguyen_2022,3366,0.5208775963605087,0.8730948543664637,0.21364985163204747,83.21932983398438
SUMO1_HUMAN_Weile_2017,1700,0.510633580312861,0.926803799366861,0.18823529411764706,76.82415771484375
SYUA_HUMAN_Newberry_2020,2497,0.5107843837992053,0.9833798618846217,0.14,76.9334945678711
TADBP_HUMAN_Bolognesi_2019,1196,0.5374413910821327,0.9719121911934181,0.5416666666666666,64.4343490600586
TAT_HV1BR_Fernandes_2016,1577,0.40857662417155505,0.9126027554889337,0.12025316455696203,75.85243225097656
TCRG1_MOUSE_Tsuboyama_2023_1E0L,1058,0.6885863624296296,0.9236785601808911,0.09433962264150944,81.7918930053711
