name,n_mutants,spearman,ndcg,top_recall_10pct,mean_plddt,fold,p0,T
AMFR_HUMAN_Tsuboyama_2023_4G3O,2972,0.4791416958665446,0.874126872893718,0.1912751677852349,97.41511535644531,1,40.0,5.0
AMIE_PSEAE_Wrenbeck_2017,6227,0.38886932504800376,0.9573691352970282,0.1492776886035313,97.87737274169922,4,40.0,5.0
ANCSZ_Hobbs_2022,4670,0.567776599822325,0.9609020775606198,0.17558886509635974,81.4455337524414,2,40.0,5.0
ARGR_ECOLI_Tsuboyama_2023_1AOY,1287,0.6379521429727665,0.9410466923380232,0.24806201550387597,92.61566162109375,2,40.0,5.0
B2L11_HUMAN_Dutta_2010_binding-Mcl-1,170,0.3573366063959063,,0.47058823529411764,58.768436431884766,0,40.0,5.0
BBC1_YEAST_Tsuboyama_2023_1TG0,2069,0.533480378135878,0.8840629839863767,0.2898550724637681,97.31828308105469,1,40.0,5.0
BCHB_CHLTE_Tsuboyama_2023_2KRU,1572,0.5660183775812688,0.9373122302153326,0.34810126582278483,92.06346130371094,3,40.0,5.0
BLAT_ECOLX_Deng_2012,4996,0.5230691853853381,0.8296689413175803,0.314,94.34461975097656,3,40.0,5.0
BLAT_ECOLX_Firnberg_2014,4783,0.7603379611759389,0.93161852516796,0.37160751565762007,94.30803680419922,3,40.0,5.0
BLAT_ECOLX_Jacquier_2013,989,0.6936392871992837,0.9248421809662507,0.21212121212121213,94.34461975097656,3,40.0,5.0
BLAT_ECOLX_Stiffler_2015,4996,0.7457137819765706,0.9781938628135954,0.334,94.34461975097656,2,40.0,5.0
BRCA1_HUMAN_Findlay_2018,1837,0.424681488003222,0.9327383121521035,0.15217391304347827,39.25905227661133,3,40.0,5.0
BRCA2_HUMAN_Erwood_2022_HEK293T,265,0.0037684262113259143,0.9603156717638958,0.14814814814814814,38.99436950683594,0,40.0,5.0
C6KNH7_9INFA_Lee_2018,10754,0.34087780114187116,0.8825883242161952,0.1812267657992565,85.72306823730469,3,40.0,5.0
CALM1_HUMAN_Weile_2017,1813,0.2253371532181115,0.9555641997963017,0.12087912087912088,83.27376556396484,3,40.0,5.0
CAPSD_AAV2S_Sinai_2021,42328,0.4204543631401861,0.6717079254079774,0.184975194897236,85.21765899658203,1,40.0,5.0
CAR11_HUMAN_Meitlis_2020_gof,2374,0.2742521952643872,0.705061389392173,0.14285714285714285,70.4814682006836,4,40.0,5.0
CAR11_HUMAN_Meitlis_2020_lof,2395,0.38921823153595003,0.897416077129325,0.14583333333333334,70.44123840332031,2,40.0,5.0
CAS9_STRP1_Spencer_2017_positive,8117,0.13600009912494748,0.8799586673239063,0.12807881773399016,87.79644775390625,4,40.0,5.0
CASP3_HUMAN_Roychowdhury_2020,1567,0.3773869577611943,0.9102348057704498,0.12101910828025478,88.63593292236328,4,40.0,5.0
CASP7_HUMAN_Roychowdhury_2020,1680,0.37002818220548245,0.7922258287743541,0.11904761904761904,83.18712615966797,4,40.0,5.0
CATR_CHLRE_Tsuboyama_2023_2AMI,1903,0.7499592300090423,0.9322755905407913,0.2879581151832461,94.2004165649414,3,40.0,5.0
